DEA Number	SMILES	INCHI FULL	INCHI PARENT	URL	Name	theLychiKey	NARC	CSA SCH	Other Names	Source	UNII	SCHED	Notes
DEA-9733	CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc31	InChIKey=JAQUASYNZVUNQP-USXIJHARSA-N	InChIKey=JAQUASYNZVUNQP-USXIJHARSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Racemorphan	JN2DMRDS1-1821GTDB8U-1U3RVGRBZH4-1U43KCX12F39	Y	II	Dromoran	FDA-SRS	V7R79HN3XD	DEA SCHEDULE II	
DEA-9737	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1	InChIKey=IDBPHNDTYPBSNI-UHFFFAOYSA-N	InChIKey=IDBPHNDTYPBSNI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Alfentanil	P4UVT452S-SFJRGJQ8SZ-SZ3R1PGC4BT-SZTYDPTRMSYG	Y	II	Alfenta	FDA-SRS	1N74HM2BS7	DEA SCHEDULE II	
DEA-9739	CCC(=O)N(c1ccccc1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC	InChIKey=ZTVQQQVZCWLTDF-UHFFFAOYSA-N	InChIKey=ZTVQQQVZCWLTDF-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Remifentanil	XM8VQ7H9J-JGY5J32KPP-JP314CY9WKP-JPPW3VBLDR1S	Y	II	Ultiva	FDA-SRS	P10582JYYK	DEA SCHEDULE II	
DEA-9740	CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1	InChIKey=GGCSSNBKKAUURC-UHFFFAOYSA-N	InChIKey=GGCSSNBKKAUURC-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Sufentanil	343B8PW3Z-ZHYTX2XQXP-ZPHZDTB883D-ZPDYKMXTKK3N	Y	II	Sufenta	FDA-SRS	AFE2YW0IIZ	DEA SCHEDULE II	
DEA-9743	CCC(=O)N(c1ccccc1)C1(CCN(CCc2ccccc2)CC1)C(=O)OC	InChIKey=YDSDEBIZUNNPOB-UHFFFAOYSA-N	InChIKey=YDSDEBIZUNNPOB-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Carfentanil	Y3TCNT4FV-V282CPMJNM-VMLKKBYYH9A-VMA3CTZ9C7TQ	Y	II	Wildnil	FDA-SRS	LA9DTA2L8F	DEA SCHEDULE II	
DEA-9780	CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1	InChIKey=KWTWDQCKEHXFFR-SMDDNHRTSA-N	InChIKey=KWTWDQCKEHXFFR-SMDDNHRTSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Tapentadol	1KNSBYYZL-LLLPBLPSQF-LFG1X3C4R3H-LFH5DAQJQJMG	Y	II	NA	FDA-SRS	H8A007M585	DEA SCHEDULE II	
DEA-9800	CCC(=O)n1c2ccccc2n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c1=O	InChIKey=FLKWNFFCSSJANB-UHFFFAOYSA-N	InChIKey=FLKWNFFCSSJANB-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Bezitramide	9T56MUJGN-NDWWGS7V11-N1CG65JY8Q2-N122YRBGJPU4	Y	II	Burgodin	FDA-SRS	3KXW0Y310I	DEA SCHEDULE II	
DEA-9801	CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c1ccccc1	InChIKey=PJMPHNIQZUBGLI-UHFFFAOYSA-N	InChIKey=PJMPHNIQZUBGLI-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Fentanyl	THCAZ4H84-4CD1J1YWMZ-4ZWMMF984MQ-4ZQJCPWP7BNN	Y	II	Duragesic, Oralet, Actiq, Sublimaze, Innovar	FDA-SRS	UF599785JZ	DEA SCHEDULE II	
DEA-1228	C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1	InChIKey=YXKTVDFXDRQTKV-HNNXBMFYSA-N	InChIKey=YXKTVDFXDRQTKV-HNNXBMFYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Benzphetamine	3N44HNNP3-3N8WK78WDY-3Y97J4KCRNK-3YK65VB2S2CN	N	III	Didrex, Inapetyl	FDA-SRS	0M3S43XK27	DEA SCHEDULE III	
DEA-1615	C[C@H]1[C@@H](OCCN1C)c1ccccc1	InChIKey=MFOCDFTXLCYLKU-CMPLNLGQSA-N	InChIKey=MFOCDFTXLCYLKU-CMPLNLGQSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Phendimetrazine	QRRNFRL1M-MHTUANH8DS-MS6DUDDVTNB-MSBAHZYNRG53	N	III	Plegine, Prelu-2, Bontril, Melfiat, Statobex	FDA-SRS	AB2794W8KV	DEA SCHEDULE III	
DEA-1645	CC(C)(N)Cc1ccc(Cl)cc1	InChIKey=ZCKAMNXUHHNZLN-UHFFFAOYSA-N	InChIKey=ZCKAMNXUHHNZLN-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Chlorphentermine	S6MM3KZSJ-JWDZGD2QL7-J73F739DSBU-J7U61FW7SXJX	N	III	Pre-Sate, Lucofen, Apsedon, Desopimon	FDA-SRS	NHW07912O7	DEA SCHEDULE III	
DEA-1647	CC(C)(N)Cc1ccccc1Cl	InChIKey=HXCXASJHZQXCKK-UHFFFAOYSA-N	InChIKey=HXCXASJHZQXCKK-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Clortermine	JT4VF7Z29-9WSSC58HAY-9YDA6SSMSDV-9YVMYA7C9VT3	N	III	Voranil	FDA-SRS	4FA88HM3IX	DEA SCHEDULE III	
DEA-2012	[Na+].OCCCC([O-])=O	InChIKey=XYGBKMMCQDZQOZ-UHFFFAOYSA-M	InChIKey=SJZRECIVHVDYJC-UHFFFAOYSA-M	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Gamma Hydroxybutyric Acid preparations	LP6YY9HD1-1U4N4DW588-18H48HW896H-18HB6484VTJ8	N	III	Xyrem	FDA-SRS	7G33012534	DEA SCHEDULE III	
DEA-2020	CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1	InChIKey=LMBMDLOSPKIWAP-UHFFFAOYSA-N	InChIKey=LMBMDLOSPKIWAP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Embutramide	39YYNWC89-9324RBBM98-98UK1JKFGPK-98KFFN8T8QXP	N	III	Tributane	FDA-SRS	3P4TQG94T1	DEA SCHEDULE III	
DEA-2100	CCCCC1(CC)C(=O)NC(=O)NC1=O	InChIKey=STDBAQMTJLUMFW-UHFFFAOYSA-N	InChIKey=STDBAQMTJLUMFW-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Butobarbital (butethal)	41LYCT17Z-ZHUJHAZG37-Z7F8AWS8XUP-Z7PURYR555XG	N	III	Soneryl (UK)	FDA-SRS	OHZ8QAW6YC	DEA SCHEDULE III	
DEA-2100	CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O	InChIKey=XLOMZPUITCYLMJ-UHFFFAOYSA-N	InChIKey=XLOMZPUITCYLMJ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Thiamylal	TAFF1SFSU-UNQ5ZHR8AK-UKJ3CZL4KF3-UK39A1HAYYJ2	N	III	Surital	FDA-SRS	01T23W89FR	DEA SCHEDULE III	
DEA-2100	CCCC(C)C1(CC)C(=O)NC(=S)NC1=O	InChIKey=IUJDSEJGGMCXSG-UHFFFAOYSA-N	InChIKey=IUJDSEJGGMCXSG-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Thiopental	P43S2DPFW-WBM2KVKCXF-WF8NDUGKDB6-WF6BQV3P7B26	N	III	Pentothal	FDA-SRS	JI8Z5M7NA3	DEA SCHEDULE III	
DEA-2100	CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	InChIKey=BJVVMKUXKQHWJK-UHFFFAOYSA-N	InChIKey=BJVVMKUXKQHWJK-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Talbutal	HH9C6KS2T-TXAH4KSJBY-TY8VAQQ5C2C-TYC5JWGGSD4Q	N	III	Lotusate	FDA-SRS	4YIR8202AX	DEA SCHEDULE III	
DEA-2100	CCC(C)C1(CC)C(=O)NC(=O)NC1=O	InChIKey=ZRIHAIZYIMGOAB-UHFFFAOYSA-N	InChIKey=ZRIHAIZYIMGOAB-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Butabarbital (secbutabarbital)	N9SK889JA-AKNMPDWF9P-AP4UBQUQQ7X-APX8A76VGQR7	N	III	Butisol, Butibel	FDA-SRS	P0078O25A9	DEA SCHEDULE III	
DEA-2100	CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O	InChIKey=RAFOHKSPUDGZPR-VOTSOKGWSA-N	InChIKey=RAFOHKSPUDGZPR-VOTSOKGWSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Vinbarbital	P43S2DPFW-WA3QP7FD1U-WURC5WPKBWP-WUPPKL5RWFLT	N	III	Delvinal, vinbarbitone	FDA-SRS	7NZH2C1T6O	DEA SCHEDULE III	
DEA-2100	CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O	InChIKey=UZVHFVZFNXBMQJ-UHFFFAOYSA-N	InChIKey=UZVHFVZFNXBMQJ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Butalbital	7JZWD5CSL-LWWDN1YBYQ-LQT6XPT5P1L-LQLZ236YL9TB	N	III	Fiorinal, Butalbital with aspirin	FDA-SRS	KHS0AZ4JVK	DEA SCHEDULE III	
DEA-2100	CC(C)C1(CC=C)C(=O)NC(=O)NC1=O	InChIKey=UORJNBVJVRLXMQ-UHFFFAOYSA-N	InChIKey=UORJNBVJVRLXMQ-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Aprobarbital	ACVFQ2PJN-N9V6CDA7BU-NUFL3F1JJVW-NUW3KU9AB95B	N	III	Alurate	FDA-SRS	Q0YKG9L6RF	DEA SCHEDULE III	
DEA-2261	O=c1c(cc(cn1-c1ccccc1)-c1ccccn1)-c1ccccc1C#N	InChIKey=PRMWGUBFXWROHD-UHFFFAOYSA-N	InChIKey=PRMWGUBFXWROHD-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Perampanel	22PZAJDWS-SD6DY7QCCV-SVA5MLCMVSL-SVLH6GSG9Z77	N	III	Fycompa, [2-(2-oxo-l-phenyl5-	FDA-SRS	H821664NPK	DEA SCHEDULE III	
DEA-2510	CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl	InChIKey=QVFWZNCVPCJQOP-UHFFFAOYSA-N	InChIKey=QVFWZNCVPCJQOP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Chlorhexadol	97LWZ2FVW-WVYC62VPRY-WYWTJSSBTF3-WY33AS5K59Y8	N	III	Mechloral, Mecoral, Medodorm, Chloralodol	FDA-SRS	W8RD4N93R2	DEA SCHEDULE III	
DEA-2575	CCC1(CC)C(=O)NCC(C)C1=O	InChIKey=SIDLZWOQUZRBRU-UHFFFAOYSA-N	InChIKey=SIDLZWOQUZRBRU-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methyprylon	PDA1UA4X7-76JYLVTAUA-7AGCPH3ZZ4D-7ADL4WJX6Q54	N	III	Noludar	FDA-SRS	CUT48I42ON	DEA SCHEDULE III	
DEA-2605	CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC	InChIKey=LKACJLUUJRMGFK-UHFFFAOYSA-N	InChIKey=LKACJLUUJRMGFK-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Sulfonethylmethane	LR2D55WXV-V5N46RQGYL-VLYXHMA41A3-VL36WS8J4Q5Q	N	III	NA	FDA-SRS	217727W28W	DEA SCHEDULE III	
DEA-2610	CCS(=O)(=O)C(C)(C)S(=O)(=O)CC	InChIKey=CESKLHVYGRFMFP-UHFFFAOYSA-N	InChIKey=CESKLHVYGRFMFP-UHFFFAOYSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Sulfonmethane	WDFLHTHZ6-68SK79G2JU-6UDNCK8H779-6U98NYHP48J3	N	III	NA	FDA-SRS	W00D22B592	DEA SCHEDULE III	
DEA-4000	CC1=CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C	InChIKey=ANJQEDFWRSLVBR-VHUDCFPWSA-N	InChIKey=ANJQEDFWRSLVBR-VHUDCFPWSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methenolone (1-methyl-17beta-hydroxy-5alpha-androst-1-en-3-one)	DV5D3H55V-V9JP86VTVV-VV4MFP18CZ4-VV4WQ6VP6ZA2	N	III	Primobolan, Primobolan Depot, Primobolan S	FDA-SRS	9062ZT8Q5C	DEA SCHEDULE III	
DEA-4000	CC1=C[C@@]2(C)[C@@H](CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)CC1=O	InChIKey=GYBGISLVORKLBN-YNZDMMAESA-N	InChIKey=GYBGISLVORKLBN-YNZDMMAESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Stenbolone (17beta-hydroxy-2-methyl--5alpha-androst-1-en-3-one)	AP3N6LUA3-3WN3SWVVCY-3YC7BM2DZ7U-3YUPK2D9AVRL	N	III	NA	FDA-SRS	3Q6FKA848S	DEA SCHEDULE III	
DEA-4000	CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	InChIKey=ZDHCJEIGTNNEMY-XGXHKTLJSA-N	InChIKey=ZDHCJEIGTNNEMY-XGXHKTLJSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Norethandrolone (17alpha-ethyl-17beta-hydroxyestr-4-en-3-one)	3DJTP9B2Q-QZG2C7JNT5-Q5QDYPS8P5C-Q5CBXV68KYZX	N	III	Nilevar, Pronabol, Solevar	FDA-SRS	P7W01638W6	DEA SCHEDULE III	
DEA-4000	C[C@H]1CC(=O)C[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C	InChIKey=UXYRZJKIQKRJCF-TZPFWLJSSA-N	InChIKey=UXYRZJKIQKRJCF-TZPFWLJSSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Mesterolone (1alpha-methyl-17beta-hydroxy-5alpha-androstan-3-one)	DV5D3H55V-V9JP86VTVV-VVY54KPN4SV-VVVNBNG9NSZB	N	III	Androviron, Proviron, Testiwop	FDA-SRS	0SRQ75X9I9	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O	InChIKey=NPAGDVCDWIYMMC-IZPLOLCNSA-N	InChIKey=NPAGDVCDWIYMMC-IZPLOLCNSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Nandrolone (17beta-hydroxyestr-4-en-3-one)	JNU8JBWHM-MHLQJKY983-M3UUN9ZNWJ6-M36M7GLZQ9HC	N	III	Deca-Durabolin, Durabolin, Durabolin-50	FDA-SRS	6PG9VR430D	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=MUMGGOZAMZWBJJ-DYKIIFRCSA-N	InChIKey=MUMGGOZAMZWBJJ-DYKIIFRCSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Testosterone (17beta-hydroxyandrost-4-en-3-one)	QZX7AK8XF-FC5NKBHJAS-FSWQCLN44UP-FSPU2JHZJDPZ	N	III	Android-T, Androlan, Depotest, Delatestryl	FDA-SRS	3XMK78S47O	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O	InChIKey=LUJVUUWNAPIQQI-QAGGRKNESA-N	InChIKey=LUJVUUWNAPIQQI-QAGGRKNESA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Boldione	QZX7AK8XF-FC5NKBHJAS-FSGZ1AHRJJZ-FSZ3B1GTV7WX	N	III	NA	FDA-SRS	2166Q8568W	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2	InChIKey=BPEWUONYVDABNZ-DZBHQSCQSA-N	InChIKey=BPEWUONYVDABNZ-DZBHQSCQSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Testolactone (13-hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid lactone)	JXLVPJS37-7KQRU45Z6M-7MSC5FH7XLV-7MVXLD3GSMUM	N	III	Teolit, Teslac	FDA-SRS	6J9BLA949Q	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=RSIHSRDYCUFFLA-DYKIIFRCSA-N	InChIKey=RSIHSRDYCUFFLA-DYKIIFRCSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Boldenone (17beta-hydroxyandrost-1,4-diene-3-one)	QZX7AK8XF-FC5NKBHJAS-FSL6R49D1PT-FST51N5UHWUZ	N	III	Equipoise, Parenabol, Vebonol, dehydrotestosterone	FDA-SRS	5H7I2IP58X	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O	InChIKey=GXHBCWCMYVTJOW-YGRHGMIBSA-N	InChIKey=GXHBCWCMYVTJOW-YGRHGMIBSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Hydroxy-19-nortestosterone (4,17beta-dihydroxyestr 4-en-3-one)	LKABCGT6T-T4VLSX4YNP-TPH4L582MDA-TPATSZ7F8LSD	N	III	NA	FDA-SRS	51RPF719WE	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=BQOIJSIMMIDHMO-FBPKJDBXSA-N	InChIKey=BQOIJSIMMIDHMO-FBPKJDBXSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	4-Hydroxytestosterone (4,17beta-dihydroxyandrost-4-en-3-one)	YPTVHB9YN-NLA5U7K1K5-N5JBB299NLY-N5YMG6BBAF52	N	III	NA	FDA-SRS	912GOZ167T	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@H]34)[C@@H]1CC[C@@H]2O	InChIKey=OZDDFAQVVGFDJP-YGRHGMIBSA-N	InChIKey=OZDDFAQVVGFDJP-YGRHGMIBSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Norclostebol (4-chloro-17beta-hydroxyestr-4-en-3-one	LKABCGT6T-TLQ7DAS2NM-TMYSRTFN1FV-TMVPJB3L4RC6	N	III	Anabol-4-19, Lentabol	FDA-SRS	VI1001O2DI	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CCC4=C(Cl)C(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=KCZCIYZKSLLNNH-FBPKJDBXSA-N	InChIKey=KCZCIYZKSLLNNH-FBPKJDBXSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Clostebol (4-chloro-17beta-hydroxyandrost-4-en-3-one)	YPTVHB9YN-ND8LVQR9W5-N59F84F235C-N5C6GB92MCWX	N	III	Alfa-Trofodermin, Clostene, 4-chlorotestosterone	FDA-SRS	Z7D4G976SH	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4Cc5[nH]ncc5C[C@]34C)[C@@H]1CC[C@@H]2OC1CCCCO1	InChIKey=AGJAMJZFPDQSEW-KOTDIDPQSA-N	InChIKey=AGJAMJZFPDQSEW-KOTDIDPQSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Prostanozol (17beta-hydroxy-5alpha-androstano[3,2-c]pyrazole)	2JBD71ZJ5-55XZTJQ6XH-5H3TBYC6NHD-5HDV7TSV6LS8	N	III	Prostanozol	FDA-SRS	JNU1579M5D	DEA SCHEDULE III	
DEA-4000	C[C@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)C=C[C@]34C)[C@@H]1CC[C@@H]2O	InChIKey=OKJCFMUGMSVJBG-ABEVXSGRSA-N	InChIKey=OKJCFMUGMSVJBG-ABEVXSGRSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Delta1-dihydrotestosterone (17beta-hydroxy-5alpha-androst-1-en-3-one)	QZX7AK8XF-FC5NKBHJAS-FS2CY3W9A3G-FSGD5DFNQ1XL	N	III	1-Testosterone	FDA-SRS	Y984BV1Q0G	DEA SCHEDULE III	
DEA-4000	C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O	InChIKey=MEHHPFQKXOUFFV-OWSLCNJRSA-N	InChIKey=MEHHPFQKXOUFFV-OWSLCNJRSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Trenbolone (17beta-hydroxyestr-4,9,11-trien-3-one)	JNU8JBWHM-MHLQJKY983-M39GMYJ11MB-M3B4C7RXFZAG	N	III	Finaplix-S, Finajet, Parabolan	FDA-SRS	P53R4420TR	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C	InChIKey=CCCIJQPRIXGQOE-XWSJACJDSA-N	InChIKey=CCCIJQPRIXGQOE-XWSJACJDSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methyltrienolone (17alpha-methyl-17beta-hydroxyestr-4,9,11-trien-3-one)	93VJW6QU9-963DTH2ZKC-9C1DQ1L6TQA-9CAN1V7K38JF	N	III	Metribolone	FDA-SRS	2C323EGI97	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	InChIKey=GCKMFJBGXUYNAG-HLXURNFRSA-N	InChIKey=GCKMFJBGXUYNAG-HLXURNFRSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methyltestosterone (17alpha-methyl-17beta-hydroxyandrost-4-en-3-one)	C3F34NHPH-HTTH74D1TR-HR2HFGFZCP2-HR2FPVATDP41	N	III	Android, Oreton, Testred, Virilon	FDA-SRS	V9EFU16ZIF	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C	InChIKey=YLRFCQOZQXIBAB-RBZZARIASA-N	InChIKey=YLRFCQOZQXIBAB-RBZZARIASA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Fluoxymesterone (9-fluoro-17alpha-methyl-11beta,17beta-dihydroxyandrost-4-en-3-one)	B65HPHBLY-YC7B75XNW1-Y14D37NHKSN-Y1NCUCB5ZY2A	N	III	Anadroid-F, Halotestin, Ora-Testryl	FDA-SRS	9JU12S4YFY	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C	InChIKey=ZXSWTMLNIIZPET-ZOFHRBRSSA-N	InChIKey=ZXSWTMLNIIZPET-ZOFHRBRSSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Normethandrolone (17alpha-methyl-17beta-hydroxyestr-4-en-3-one)	93VJW6QU9-963DTH2ZKC-9CVQYP5UGH6-9C697MBAP1MH	N	III	Lutenin, Matronal, Orgasteron	FDA-SRS	743F1Z557A	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C	InChIKey=XWALNWXLMVGSFR-HLXURNFRSA-N	InChIKey=XWALNWXLMVGSFR-HLXURNFRSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Methandienone (17alpha-methyl-17beta-hydroxyandrost-1,4-diene-3-one)	C3F34NHPH-HTTH74D1TR-HR73Y777RZD-HRDS9VTCDB54	N	III	Dianabol, Metabolina, Nerobol, Perbolin	FDA-SRS	COZ1R7EOCC	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C(C=O)=CC4(C)[C@H]3[C@H](O)C[C@]12C	InChIKey=AMVODTGMYSRMNP-HXEZXURLSA-N	InChIKey=AMVODTGMYSRMNP-HXEZXURLSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Formebolone (2-formyl-17alpha-methyl-11alpha,17beta-dihydroxyandrost-1,4-dien-3-one)	DF1VBAMTL-L61NC36XXH-LHWMQD1ATHP-LHPS6DSUH19H	N	III	Esiclene, Hubernol	FDA-SRS	Z2MMV08KUQ	DEA SCHEDULE III	
DEA-4000	C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(O)C(=O)CC[C@]4(C)[C@H]3CC[C@]12C	InChIKey=RXXBBHGCAXVBES-XMUHMHRVSA-N	InChIKey=RXXBBHGCAXVBES-XMUHMHRVSA-N	https://www.deadiversion.usdoj.gov/schedules/orangebook/d_cs_drugcode.pdf	Oxymesterone (17alpha-methyl-4,17beta-dihydroxyandrost-4-en-3-one)	H7G1BMWJR-RYJDKBPPTV-RVN28UQN1W7-RV7C1GFDLR72	N	III	Anamidol, Balnimax, Oranabol, Oranabol 10	FDA-SRS	4R73K9MRMX	DEA SCHEDULE III	
